"true_treatment_ordered","session","period","group","game","global_group","chat_decent","chat_advice","chat_cent","strategy1","strategy2","coordinate","coordinate_safe","coordinate_efficient","coordinate_other","payoff_b1","payoff_b2","payoff_manager","any_suggestion","suggest_safe","suggest_efficient","last_suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","truth_a1","truth_a2","false_a1","false_a2","nummess_man","nummess_agent","man_suggest_safe","man_suggest_efficient","man_agree_proposal","man_discuss_coordinate","man_discuss_fairness","man_discuss_efficient","man_discuss_rules","man_discuss_howtoplay","man_explanation","man_ask_game"
"CH-MC","32","3","1","5","3201","0","0","1","1","1","1","0","0","1","10","38","48","1","0","0","0","0","0","0.66666669","1","0","0.66666669","0","0","0","0","0","0","0","1","0","0","0","0","4","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","4","1","3","3201","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","1","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","4","21","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","5","1","5","3201","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.33333334","0.5","0","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","6","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","6","1","1","3201","0","0","1","5","5","1","0","0","1","38","10","48","1","0","1","0","1","0","0.33333334","1","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","6","21","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","7","1","5","3201","0","0","1","3","3","1","1","0","0","32","32","64","1","0","0","0","1","0","0.66666669","1","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","4","19","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","8","1","2","3201","0","0","1","3","3","1","1","0","0","36","36","72","1","0.5","1","1","1","0","1","1","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","2","19","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","9","1","2","3201","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0.5","0","1","0","1","1","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","4","19","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","10","1","4","3201","0","0","1","3","3","1","1","0","0","36","36","72","1","1","1","1","1","0","1","1","0","0","0.33333334","0","0.5","0.5","0","0","0","0.5","0","0.5","0","0","5","19","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","11","1","2","3201","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0","0.66666669","1","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","2","19","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","12","1","3","3201","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","0.5","1","0.33333334","0.66666669","0.5","0","0.33333334","1","0","0","0","0","0","0","1","0","0","0","0","6","23","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","13","1","1","3201","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","1","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","3","16","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","14","1","5","3201","0","0","1","4","4","1","0","0","1","43","29","72","1","1","0","0","0.5","0.33333334","0.66666669","1","0","0.66666669","0.33333334","0","0","0","0","0","0","1","0","0","0","0","2","17","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","15","1","3","3201","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","0.5","0","0.33333334","0.5","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","5","21","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","16","1","1","3201","0","0","1","2","2","1","0","0","1","29","43","72","1","1","1","0","1","0","1","1","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","17","1","1","3201","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","1","0","0.33333334","0.66666669","0","0.5","0.5","0","0","0","0.5","0.5","0","0","0","5","19","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","18","1","2","3201","0","0","1","2","2","1","0","1","0","33","47","80","1","1","1","1","1","0","1","0.5","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","1","1","4","3301","0","0","1","3","3","1","1","0","0","36","36","72","1","0","1","1","0","0","0","1","0.33333334","0","0.33333334","0.5","1","1","0","0","0","0","1","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","2","1","2","3301","0","0","1","4","4","1","0","0","1","39","25","64","1","0","0","0","0.5","0","0","1","0","0.33333334","1","0","1","1","0","0","0","0","1","0","0","0","4","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","3","1","5","3301","0","0","1","4","4","1","0","0","1","43","29","72","1","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","4","1","3","3301","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","0.5","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","3","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","5","1","5","3301","0","0","1","3","3","1","1","0","0","32","32","64","1","1","1","0","0.5","0","1","0.5","0","0","0.33333334","1","1","1","0","0","0","0","1","0","0","0","6","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","6","1","1","3301","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","0.5","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","7","1","5","3301","0","0","1","3","3","1","1","0","0","32","32","64","1","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","8","1","2","3301","0","0","1","2","2","1","0","1","0","33","47","80","1","1","1","1","1","0","1","1","0","0.33333334","0.33333334","0","1","1","0","0","0","0","1","0","0","0","5","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","9","1","2","3301","0","0","1","4","4","1","0","0","1","39","25","64","1","1","0","0","1","0","1","0.5","0","0","0.33333334","0","1","1","0","0","0","0","1","0","0","0","5","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","10","1","4","3301","0","0","1","4","4","1","0","1","0","47","33","80","1","1","1","1","1","0","1","1","0","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","5","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","11","1","2","3301","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0","0.66666669","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","4","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","12","1","3","3301","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","13","1","1","3301","0","0","1","2","2","1","0","0","1","29","43","72","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","2","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","14","1","5","3301","0","0","1","4","4","1","0","0","1","43","29","72","1","0","1","0","1","0","0.66666669","1","0","0.66666669","0.33333334","0","1","1","0","0","0","0","1","0","0","0","5","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","15","1","3","3301","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","1","0","0","0","0.33333334","0","1","1","0","0","0","0","1","0","0","0","3","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","16","1","1","3301","0","0","1","1","1","1","0","1","0","26","54","80","1","1","1","1","1","0","0.66666669","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","6","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","17","1","1","3301","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","4","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","18","1","2","3301","0","0","1","5","5","1","0","0","1","42","14","56","1","1","0","0","0","0","1","1","0","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","5","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","1","1","4","3401","0","0","1","4","4","1","0","1","0","47","33","80","0","0","0","0","1","0","0.66666669","0","1","0.33333334","0.33333334","0.5","0","0","0","0","0","1","0","0","0","0","5","10","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","2","1","2","3401","0","0","1","3","3","1","1","0","0","36","36","72","0","0","0","0","0.5","0","0","0","0","0.66666669","0.33333334","0","0","0","0","0","0","1","0","0","0","0","8","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","3","1","5","3401","0","0","1","4","4","1","0","0","1","43","29","72","1","0","0","0","0","0","0","0","0.66666669","0.33333334","0.66666669","0","1","1","0","0","0","0","0","1","0","0","11","1","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","4","1","3","3401","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","0.5","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","5","1","5","3401","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0.5","0.5","0.5","0","1","0","0.33333334","0","0.33333334","0","0.5","0.5","0","0","0","0.5","0","0.5","0","0","4","3","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","6","1","1","3401","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","0.5","0","0","0","1","0","0.33333334","1","1","1","0","0","0","0","0","1","0","0","8","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","7","1","5","3401","0","0","1","4","4","1","0","0","1","43","29","72","1","1","0","0","1","0","0.66666669","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","5","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","8","1","2","3401","0","0","1","2","2","1","0","1","0","33","47","80","1","1","1","1","1","0","0.33333334","1","0","0.33333334","0.33333334","0","1","1","0.5","0","0","0","0","1","0","0.5","4","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","9","1","2","3401","0","0","1","2","2","1","0","1","0","33","47","80","1","1","0","0","0.5","0","0.66666669","0","0","0","0.33333334","0","0.5","0.5","0","0","0","0.5","0","0.5","0","0","7","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","10","1","4","3401","0","0","1","4","4","1","0","1","0","47","33","80","1","1","0","0","0","0","0","0","0.66666669","0","0","0","1","1","0","0","0","0","0","1","0","0","6","16","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","11","1","2","3401","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0","0.66666669","1","0","0.66666669","0.66666669","0","0.5","0.5","0","0","0","0.5","0","0.5","0","0","9","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","12","1","3","3401","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","1","0.33333334","0","1","0","1","1","0","0","0","0","0","1","0","0","13","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","13","1","1","3401","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","1","0.5","0","0.33333334","1","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","5","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","14","1","5","3401","0","0","1","3","3","1","1","0","0","32","32","64","1","1","1","1","0.5","0","0","0","0.33333334","0","0.33333334","0","1","1","0","0","0","0","0","1","0","0","5","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","15","1","3","3401","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0.33333334","0.66666669","0","0","1","0.66666669","0","0.5","0.5","0","0","0","0.5","0","0.5","0","0","6","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","16","1","1","3401","0","0","1","3","3","1","1","0","0","32","32","64","0.5","0.5","0","0","0.5","0","0.66666669","0","0","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","5","14","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","17","1","1","3401","0","0","1","3","3","1","1","0","0","32","32","64","0.5","0.5","0","0","0","0","0","0","0","0.33333334","0","0","0.5","0.5","0","0","0","0.5","0","0.5","0","0","5","13","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","18","1","2","3401","0","0","1","2","2","1","0","1","0","33","47","80","1","1","1","0","0","0","0.66666669","0.5","0","0.33333334","0.33333334","0","1","1","0","0","0","0","1","0.5","0","0","9","21","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","1","2","3","21","0","1","0","2","3","0","0","0","0","15","26","41","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","2","2","1","21","0","1","0","1","1","1","0","1","0","26","54","80","1","1","1","0","1","0","0.66666669","0","0","0","0.33333334","1","1","1","0","0","0","0","0","1","0","0","5","6","1","0","0.5","0","0.66666669","0","0","0","0.33333334","1"
"CH/A-D","35","3","2","5","21","0","1","0","5","5","1","0","1","0","54","26","80","1","1","1","1","1","0.33333334","0.66666669","0","0","0","0.33333334","1","1","1","0","0","0","0","0","1","0","0","10","14","0","1","1","0","0.66666669","0","0","0","0.33333334","1"
"CH/A-D","35","4","2","3","21","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","1","0","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","9","10","0","1","1","0","0.66666669","0","0","0","0.66666669","1"
"CH/A-D","35","5","2","4","21","0","1","0","3","3","1","1","0","0","36","36","72","1","1","1","0","0","0","1","0","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","7","10","0","1","0","0","0","0","0","0","0.66666669","1"
"CH/A-D","35","6","2","3","21","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","0","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","7","7","0","1","1","0","0","0","0","0","0.66666669","1"
"CH/A-D","35","7","2","1","21","0","1","0","3","2","0","0","0","0","18","29","47","1","1","0","0","0.5","0","1","0","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","11","22","0.5","0","0.5","0","1","0","0","0","0.66666669","1"
"CH/A-D","35","8","2","5","21","0","1","0","4","3","0","0","0","0","29","18","47","1","1","1","0","1","0","1","0","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","16","19","1","1","0","0","0.33333334","0","0","0","0.66666669","1"
"CH/A-D","35","9","2","5","21","0","1","0","4","4","1","0","0","1","43","29","72","1","1","0","0","1","1","0.66666669","0","0","0","0.66666669","1","1","1","0","0","0","0","1","0","0","0","13","12","0.5","0","1","1","0","0","0","0","0.66666669","1"
"CH/A-D","35","10","2","5","21","0","1","0","4","4","1","0","0","1","43","29","72","1","0","0","0","1","0","1","0","0.66666669","0.33333334","1","1","1","1","0","0","0","0","0","1","0","0","12","10","0.5","0","0","0","0.66666669","0","0","0","1","1"
"CH/A-D","35","11","2","3","21","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","8","9","0","1","0.5","0","1","0","0","0","0","1"
"CH/A-D","35","12","2","3","21","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0.66666669","0","1","1","1","1","0","0","0","0","1","0","0","0","11","8","0","1","1","0","0","0","0.33333334","0","1","1"
"CH/A-D","35","13","2","3","21","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","1","0","0","0.5","0","0","0","0","0","1","0","0","0","0","10","4","0","1","1","0","0","0","0","0","0","0.5"
"CH/A-D","35","14","2","2","21","0","1","0","2","2","1","0","1","0","33","47","80","1","1","1","1","1","0","1","0.66666669","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","11","14","0","1","1","0","0.66666669","0.66666669","0","0","0.66666669","1"
"CH/A-D","35","15","2","1","21","0","1","0","2","2","1","0","0","1","29","43","72","1","1","0","0","0","0","1","0","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","13","26","0.5","0","0","0","0.66666669","0","0","0","0.66666669","1"
"CH/A-D","35","16","2","1","21","0","1","0","2","2","1","0","0","1","29","43","72","1","0","1","0","1","0","0.66666669","0.33333334","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","14","14","0.5","0.5","0.5","0","0","0.33333334","0","0","0.66666669","1"
"CH/A-D","35","17","2","1","21","0","1","0","1","2","0","0","0","0","12","29","41","1","0","0","0","1","0","0.66666669","0","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","12","18","0.5","0","1","0","0.66666669","0","0","0","0.66666669","1"
"CH/A-D","35","18","2","4","21","0","1","0","4","3","0","0","0","0","33","22","55","1","1","1","1","1","0","1","0","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","18","22","1","1","0","0","1","0","0","0","0.66666669","1"
"CH/A-D","36","1","2","3","22","0","1","0","5","3","0","0","0","0","18","12","30","1","0","0","0","0.5","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","5","8","0","0.5","0","0","0","0","0","0","0","0"
"CH/A-D","36","2","2","1","22","0","1","0","1","1","1","0","1","0","26","54","80","1","1","1","1","1","0","1","0","0","0.66666669","0","0","0","0","0","0","0","1","0","0","0","0","5","7","0.5","0","0.5","0","0","0","0","0.66666669","0","0"
"CH/A-D","36","3","2","5","22","0","1","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.33333334","0","0","0","0.66666669","0","1","1","0","0","0","0","0","1","0","0","6","13","0","1","0","0","0","0","0","0","0","0"
"CH/A-D","36","4","2","3","22","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","0","0","0","0.66666669","1","1","1","0","0","0","0","1","0.5","0","0","6","9","0","0.5","0.5","0","0","0","0","0","0.66666669","1"
"CH/A-D","36","5","2","4","22","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","1","1","0","0","0.66666669","1","1","0.5","0","0","0","0","0","0.5","0","0","6","12","0","1","1","0","0","1","0","0","0.66666669","1"
