"obn","time","session","period","group","game","subjectid","subject","message","messagecode","late","type","strategy1","strategy2","payoff_1","payoff_2","payoff_manager","surplus_babbling"
"2729","24","2","10","8","5","217","17","C está mintiendo","C está mintiendo","1","1","3","3","32","32","64","64"
"2730","25","2","10","8","5","217","17","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"2731","26","2","10","8","5","208","8","Es el juego: 3","Es el juego 3","1","2","3","3","32","32","64","64"
"2732","27","2","10","8","5","217","17","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"2733","28","2","10","8","5","208","8","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","3","3","32","32","64","64"
"2734","29","2","10","8","5","217","17","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"2735","30","2","10","8","5","217","17","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"2736","32","2","10","8","5","217","17","C está mintiendo","C está mintiendo","1","1","3","3","32","32","64","64"
"2737","38","2","10","8","5","208","8","F está mintiendo","F está mintiendo","1","2","3","3","32","32","64","64"
"2738","40","2","10","8","5","208","8","Es el juego: 3","Es el juego 3","1","2","3","3","32","32","64","64"
"2739","40","2","10","8","5","217","17","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","3","3","32","32","64","64"
"2740","5","2","10","9","5","223","23","¿En qué juego estamos?","¿En qué juego estamos?","1","0","3","3","32","32","64","64"
"2741","6","2","10","9","5","204","4","Es el juego: 5","Es el juego 5","1","2","3","3","32","32","64","64"
"2742","6","2","10","9","5","223","23","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","32","32","64","64"
"2743","8","2","10","9","5","204","4","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","3","3","32","32","64","64"
"2744","9","2","10","9","5","210","10","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"2745","11","2","10","9","5","210","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","3","3","32","32","64","64"
"2746","25","2","10","9","5","204","4","F está diciendo la verdad","F está diciendo la verdad","1","2","3","3","32","32","64","64"
"2747","28","2","10","9","5","204","4","F está diciendo la verdad","F está diciendo la verdad","1","2","3","3","32","32","64","64"
"2748","29","2","10","9","5","204","4","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","3","3","32","32","64","64"
"2749","31","2","10","9","5","204","4","Es el juego: 5","Es el juego 5","1","2","3","3","32","32","64","64"
"4961","5","3","10","1","4","321","21","¿En qué juego estamos?","¿En qué juego estamos?","1","0","3","3","36","36","72","72"
"4962","7","3","10","1","4","321","21","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","36","36","72","72"
"4963","14","3","10","1","4","318","18","Es el juego: 4","Es el juego 4","1","1","3","3","36","36","72","72"
"4964","17","3","10","1","4","318","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","3","3","36","36","72","72"
"4965","23","3","10","1","4","302","2","F está diciendo la verdad","F está diciendo la verdad","1","2","3","3","36","36","72","72"
"4966","4","3","10","2","5","327","27","¿En qué juego estamos?","¿En qué juego estamos?","1","0","5","5","54","26","80","64"
"4967","7","3","10","2","5","327","27","Por favor decidme la verdad","Por favor decidme la verdad","1","0","5","5","54","26","80","64"
"4968","9","3","10","2","5","310","10","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"4969","13","3","10","2","5","327","27","Por favor decidme la verdad","Por favor decidme la verdad","1","0","5","5","54","26","80","64"
"4970","13","3","10","2","5","301","1","F está diciendo la verdad","F está diciendo la verdad","1","2","5","5","54","26","80","64"
"4971","3","3","10","3","3","319","19","¿En qué juego estamos?","¿En qué juego estamos?","1","0","5","5","46","18","64","80"
"4972","4","3","10","3","3","312","12","Es el juego: 5","Es el juego 5","1","1","5","5","46","18","64","80"
"4973","5","3","10","3","3","319","19","Por favor decidme la verdad","Por favor decidme la verdad","1","0","5","5","46","18","64","80"
"4974","5","3","10","3","3","312","12","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","46","18","64","80"
"4975","7","3","10","3","3","312","12","Es el juego: 5","Es el juego 5","1","1","5","5","46","18","64","80"
"4976","9","3","10","3","3","307","7","Es el juego: 3","Es el juego 3","1","2","5","5","46","18","64","80"
"4977","11","3","10","3","3","312","12","C está mintiendo","C está mintiendo","1","1","5","5","46","18","64","80"
"4978","13","3","10","3","3","312","12","Es el juego: 5","Es el juego 5","1","1","5","5","46","18","64","80"
"4979","13","3","10","3","3","307","7","F está mintiendo","F está mintiendo","1","2","5","5","46","18","64","80"
"4980","15","3","10","3","3","312","12","Es el juego: 5","Es el juego 5","1","1","5","5","46","18","64","80"
"4981","17","3","10","3","3","307","7","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","5","5","46","18","64","80"
"4982","17","3","10","3","3","312","12","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","46","18","64","80"
"4983","19","3","10","3","3","307","7","F está mintiendo","F está mintiendo","1","2","5","5","46","18","64","80"
"4984","21","3","10","3","3","312","12","Es el juego: 5","Es el juego 5","1","1","5","5","46","18","64","80"
"4985","21","3","10","3","3","307","7","Es el juego: 3","Es el juego 3","1","2","5","5","46","18","64","80"
"4986","23","3","10","3","3","312","12","Es el juego: 5","Es el juego 5","1","1","5","5","46","18","64","80"
"4987","24","3","10","3","3","312","12","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","46","18","64","80"
"4988","25","3","10","3","3","307","7","Es el juego: 3","Es el juego 3","1","2","5","5","46","18","64","80"
"4989","28","3","10","3","3","307","7","F está mintiendo","F está mintiendo","1","2","5","5","46","18","64","80"
"4990","30","3","10","3","3","319","19","Por favor decidme la verdad","Por favor decidme la verdad","1","0","5","5","46","18","64","80"
"4991","33","3","10","3","3","312","12","Es el juego: 5","Es el juego 5","1","1","5","5","46","18","64","80"
"4992","35","3","10","3","3","307","7","Es el juego: 3","Es el juego 3","1","2","5","5","46","18","64","80"
"4993","36","3","10","3","3","312","12","C está mintiendo","C está mintiendo","1","1","5","5","46","18","64","80"
"4994","38","3","10","3","3","307","7","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","5","5","46","18","64","80"
"4995","40","3","10","3","3","312","12","Es el juego: 5","Es el juego 5","1","1","5","5","46","18","64","80"
"4996","41","3","10","3","3","307","7","F está mintiendo","F está mintiendo","1","2","5","5","46","18","64","80"
"4997","46","3","10","3","3","307","7","F está mintiendo","F está mintiendo","1","2","5","5","46","18","64","80"
"4998","2","3","10","4","4","325","25","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"4999","5","3","10","4","4","325","25","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"5000","6","3","10","4","4","314","14","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"5001","8","3","10","4","4","325","25","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"5002","9","3","10","4","4","306","6","Es el juego: 4","Es el juego 4","1","2","4","4","47","33","80","72"
"5003","12","3","10","4","4","314","14","C está diciendo la verdad","C está diciendo la verdad","1","1","4","4","47","33","80","72"
"5004","12","3","10","4","4","306","6","F está diciendo la verdad","F está diciendo la verdad","1","2","4","4","47","33","80","72"
"5005","36","3","10","4","4","325","25","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"5006","38","3","10","4","4","306","6","Es el juego: 4","Es el juego 4","1","2","4","4","47","33","80","72"
"5007","38","3","10","4","4","314","14","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"5008","44","3","10","4","4","325","25","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"5009","45","3","10","4","4","306","6","F está diciendo la verdad","F está diciendo la verdad","1","2","4","4","47","33","80","72"
"5010","5","3","10","5","2","323","23","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","33","47","80","72"
"5011","8","3","10","5","2","315","15","Es el juego: 2","Es el juego 2","1","1","2","2","33","47","80","72"
"5012","13","3","10","5","2","304","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"5013","13","3","10","5","2","315","15","Es el juego: 2","Es el juego 2","1","1","2","2","33","47","80","72"
"5014","17","3","10","5","2","315","15","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","33","47","80","72"
"5015","19","3","10","5","2","315","15","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"5016","40","3","10","5","2","315","15","Es el juego: 2","Es el juego 2","1","1","2","2","33","47","80","72"
"5017","6","3","10","6","1","326","26","¿En qué juego estamos?","¿En qué juego estamos?","1","0","1","1","26","54","80","64"
"5018","9","3","10","6","1","308","8","Es el juego: 1","Es el juego 1","1","2","1","1","26","54","80","64"
"5019","13","3","10","6","1","326","26","Por favor decidme la verdad","Por favor decidme la verdad","1","0","1","1","26","54","80","64"
"5020","16","3","10","6","1","308","8","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","1","1","26","54","80","64"
"5021","21","3","10","6","1","326","26","¿En qué juego estamos?","¿En qué juego estamos?","1","0","1","1","26","54","80","64"
"5022","25","3","10","6","1","308","8","Es el juego: 1","Es el juego 1","1","2","1","1","26","54","80","64"
"5023","32","3","10","6","1","317","17","Es el juego: 3","Es el juego 3","1","1","1","1","26","54","80","64"
"5024","38","3","10","6","1","308","8","F está mintiendo","F está mintiendo","1","2","1","1","26","54","80","64"
"5025","41","3","10","6","1","308","8","Es el juego: 1","Es el juego 1","1","2","1","1","26","54","80","64"
"5026","46","3","10","6","1","317","17","Es el juego: 3","Es el juego 3","1","1","1","1","26","54","80","64"
"5027","3","3","10","7","1","322","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","1","1","26","54","80","64"
"5028","5","3","10","7","1","322","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","1","1","26","54","80","64"
"5029","5","3","10","7","1","311","11","Es el juego: 1","Es el juego 1","1","1","1","1","26","54","80","64"
"5030","37","3","10","7","1","309","9","F está diciendo la verdad","F está diciendo la verdad","1","2","1","1","26","54","80","64"
"5031","5","3","10","8","5","320","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","5","5","54","26","80","64"
"5032","6","3","10","8","5","313","13","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"5033","16","3","10","8","5","313","13","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"5034","24","3","10","8","5","313","13","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"5035","26","3","10","8","5","313","13","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"5036","28","3","10","8","5","313","13","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"5037","31","3","10","8","5","320","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","5","5","54","26","80","64"
"5038","33","3","10","8","5","313","13","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"5039","38","3","10","8","5","305","5","F está diciendo la verdad","F está diciendo la verdad","1","2","5","5","54","26","80","64"
"5040","43","3","10","8","5","313","13","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"5041","5","3","10","9","5","303","3","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","1","1","10","38","48","64"
"5042","7","3","10","9","5","303","3","Es el juego: 1","Es el juego 1","1","2","1","1","10","38","48","64"
"5043","11","3","10","9","5","303","3","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","1","1","10","38","48","64"
"5044","11","3","10","9","5","316","16","C está mintiendo","C está mintiendo","1","1","1","1","10","38","48","64"
"5045","13","3","10","9","5","316","16","Es el juego: 5","Es el juego 5","1","1","1","1","10","38","48","64"
"5046","26","3","10","9","5","324","24","¿En qué juego estamos?","¿En qué juego estamos?","1","0","1","1","10","38","48","64"
"5047","28","3","10","9","5","303","3","Es el juego: 1","Es el juego 1","1","2","1","1","10","38","48","64"
"5048","29","3","10","9","5","316","16","Es el juego: 5","Es el juego 5","1","1","1","1","10","38","48","64"
"5049","31","3","10","9","5","303","3","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","1","1","10","38","48","64"
"5050","37","3","10","9","5","316","16","Es el juego: 5","Es el juego 5","1","1","1","1","10","38","48","64"
"5051","38","3","10","9","5","303","3","Es el juego: 1","Es el juego 1","1","2","1","1","10","38","48","64"
"5052","40","3","10","9","5","303","3","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","1","1","10","38","48","64"
"5053","41","3","10","9","5","303","3","Es el juego: 1","Es el juego 1","1","2","1","1","10","38","48","64"
"5054","43","3","10","9","5","316","16","C está mintiendo","C está mintiendo","1","1","1","1","10","38","48","64"
"5055","46","3","10","9","5","316","16","C está mintiendo","C está mintiendo","1","1","1","1","10","38","48","64"
"-999","0","3","11","8","4","320","20","","-999","1","0","1","1","14","42","56","72"
"-999","0","3","11","6","2","317","17","","-999","1","1","2","2","33","47","80","72"
"-999","0","3","11","5","3","323","23","","-999","1","0","3","3","40","40","80","80"
"-999","0","2","11","9","2","204","4","","-999","1","2","5","4","28","11","39","72"
"-999","0","2","11","6","2","227","27","","-999","1","0","3","3","36","36","72","72"
"-999","0","2","11","1","2","221","21","","-999","1","0","1","1","22","50","72","72"
"-999","0","1","11","1","2","103","3","","-999","1","2","2","2","33","47","80","72"
"844","5","1","11","1","2","117","17","Es el juego: 2","Es el juego 2","1","1","2","2","33","47","80","72"
"845","9","1","11","1","2","124","24","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","33","47","80","72"
